Output dataset from model "HMT"
0.5
m h j xKr xKs xto1 yto1 Ki Cai CaNSR CaJSR pc1 po1 po2 pc2 c0 c1 c2 c3 c4 cCa0 cCa1 cCa2 cCa3 cCa4 open yL LTRPNCa HTRPNCa Cass V z_b 
0.249517 0.00809592 0.00924877 0.0104579 0.0117482 0.0131364 0.0146351 0.0162629 0.0180482 0.647673 5.48004e-05 9.76672e-05 5.57921e-05 8.76031e-05 1.65531e-07 5.58604e-05 0.000100197 4.26244e-05 7.83232e-05 1.46135e-07 3.38252e-07 2.92315e-07 5.02078e-05 9.00117e-05 7.57986e-05 4.40208e-05 6.96474e-05 1.30443e-07 2.99979e-07 5.7392e-08 4.97244e-10 2.52761e-07
0.251828 0.00815752 0.00930509 0.0105063 0.0117857 0.01316 0.0146413 0.0162478 0.0180076 0.645182 5.47548e-05 9.77091e-05 5.57551e-05 8.77605e-05 1.65624e-07 5.58241e-05 0.000100261 4.26941e-05 7.85734e-05 1.46398e-07 3.38505e-07 2.92847e-07 5.02409e-05 9.01911e-05 7.60289e-05 4.4103e-05 6.9969e-05 1.30859e-07 3.00576e-07 5.74443e-08 4.98064e-10 2.5353e-07
0.254157 0.00821945 0.00936156 0.0105546 0.011823 0.0131832 0.014647 0.0162322 0.0179664 0.642675 5.47072e-05 9.77475e-05 5.57163e-05 8.79154e-05 1.65713e-07 5.57858e-05 0.000100322 4.27625e-05 7.8822e-05 1.46657e-07 3.38747e-07 2.93371e-07 5.02724e-05 9.03679e-05 7.62576e-05 4.4184e-05 7.02904e-05 1.31272e-07 3.01165e-07 5.74949e-08 4.98995e-10 2.54293e-07
0.256504 0.00828172 0.00941816 0.0106028 0.0118601 0.013206 0.0146522 0.0162159 0.0179247 0.640151 5.46577e-05 9.77826e-05 5.56756e-05 8.80676e-05 1.65795e-07 5.57457e-05 0.000100379 4.28296e-05 7.9069e-05 1.46912e-07 3.38978e-07 2.93886e-07 5.03021e-05 9.05421e-05 7.64847e-05 4.42637e-05 7.06113e-05 1.31683e-07 3.01746e-07 5.75437e-08 4.99934e-10 2.55051e-07
0.25887 0.00834433 0.0094749 0.010651 0.011897 0.0132285 0.0146568 0.0161991 0.0178824 0.63761 5.46062e-05 9.78141e-05 5.56329e-05 8.82171e-05 1.65872e-07 5.57036e-05 0.000100433 4.28953e-05 7.93144e-05 1.47162e-07 3.39198e-07 2.94392e-07 5.03301e-05 9.07138e-05 7.67102e-05 4.43421e-05 7.09318e-05 1.32091e-07 3.02317e-07 5.75908e-08 5.00863e-10 2.55804e-07
0.261254 0.00840727 0.00953177 0.0106992 0.0119335 0.0132505 0.0146609 0.0161816 0.0178394 0.635053 5.45527e-05 9.78422e-05 5.55882e-05 8.83639e-05 1.65943e-07 5.56595e-05 0.000100484 4.29598e-05 7.95581e-05 1.47408e-07 3.39406e-07 2.94889e-07 5.03564e-05 9.08828e-05 7.69341e-05 4.44192e-05 7.12519e-05 1.32497e-07 3.0288e-07 5.76359e-08 5.01779e-10 2.56551e-07
0.263656 0.00847054 0.00958877 0.0107472 0.0119699 0.0132721 0.0146645 0.0161636 0.0177959 0.63248 5.44972e-05 9.78667e-05 5.55416e-05 8.8508e-05 1.66008e-07 5.56135e-05 0.000100531 4.30228e-05 7.98001e-05 1.47649e-07 3.39603e-07 2.95378e-07 5.03809e-05 9.1049e-05 7.71562e-05 4.44949e-05 7.15715e-05 1.32899e-07 3.03434e-07 5.76792e-08 5.02681e-10 2.57292e-07
0.266077 0.00853413 0.00964588 0.0107952 0.0120059 0.0132933 0.0146676 0.016145 0.0177518 0.629891 5.44398e-05 9.78876e-05 5.5493e-05 8.86492e-05 1.66067e-07 5.55655e-05 0.000100575 4.30844e-05 8.00403e-05 1.47885e-07 3.39788e-07 2.95857e-07 5.04037e-05 9.12125e-05 7.73766e-05 4.45693e-05 7.18905e-05 1.33298e-07 3.03978e-07 5.77206e-08 5.03568e-10 2.58028e-07
0.268517 0.00859805 0.0097031 0.010843 0.0120417 0.013314 0.0146701 0.0161257 0.0177071 0.627285 5.43803e-05 9.79048e-05 5.54424e-05 8.87875e-05 1.6612e-07 5.55155e-05 0.000100615 4.31446e-05 8.02787e-05 1.48116e-07 3.39961e-07 2.96326e-07 5.04247e-05 9.13731e-05 7.75951e-05 4.46422e-05 7.22089e-05 1.33695e-07 3.04513e-07 5.776e-08 5.04439e-10 2.58757e-07
0.270974 0.00866229 0.00976043 0.0108908 0.0120772 0.0133343 0.014672 0.0161059 0.0176618 0.624663 5.43188e-05 9.79184e-05 5.53898e-05 8.89229e-05 1.66168e-07 5.54635e-05 0.000100651 4.32034e-05 8.05152e-05 1.48343e-07 3.40123e-07 2.96786e-07 5.04438e-05 9.15309e-05 7.78117e-05 4.47137e-05 7.25266e-05 1.34088e-07 3.05039e-07 5.77975e-08 5.05295e-10 2.59481e-07
0.273451 0.00872684 0.00981785 0.0109385 0.0121124 0.0133542 0.0146734 0.0160854 0.0176159 0.622025 5.42552e-05 9.79283e-05 5.53351e-05 8.90554e-05 1.66208e-07 5.54094e-05 0.000100684 4.32607e-05 8.07498e-05 1.48565e-07 3.40272e-07 2.97236e-07 5.04611e-05 9.16858e-05 7.80265e-05 4.47838e-05 7.28437e-05 1.34478e-07 3.05554e-07 5.78331e-08 5.06135e-10 2.60197e-07
0.275945 0.0087917 0.00987538 0.010986 0.0121473 0.0133736 0.0146742 0.0160643 0.0175694 0.61937 5.41896e-05 9.79344e-05 5.52784e-05 8.91848e-05 1.66243e-07 5.53533e-05 0.000100713 4.33165e-05 8.09823e-05 1.48781e-07 3.40408e-07 2.97676e-07 5.04766e-05 9.18377e-05 7.82392e-05 4.48524e-05 7.316e-05 1.34865e-07 3.0606e-07 5.78666e-08 5.0696e-10 2.60908e-07
0.278458 0.00885687 0.00993299 0.0110335 0.0121819 0.0133926 0.0146745 0.0160426 0.0175223 0.6167 5.41219e-05 9.79367e-05 5.52197e-05 8.93112e-05 1.66272e-07 5.52952e-05 0.000100738 4.33707e-05 8.12129e-05 1.48993e-07 3.40533e-07 2.98106e-07 5.04902e-05 9.19865e-05 7.845e-05 4.49195e-05 7.34755e-05 1.35248e-07 3.06556e-07 5.78981e-08 5.07769e-10 2.61611e-07
0.280989 0.00892235 0.00999068 0.0110808 0.0122162 0.013411 0.0146742 0.0160203 0.0174746 0.614014 5.40522e-05 9.79352e-05 5.51589e-05 8.94344e-05 1.66294e-07 5.5235e-05 0.000100759 4.34234e-05 8.14413e-05 1.49199e-07 3.40645e-07 2.98525e-07 5.05018e-05 9.21323e-05 7.86586e-05 4.49851e-05 7.37901e-05 1.35628e-07 3.07041e-07 5.79275e-08 5.08563e-10 2.62308e-07
0.283539 0.00898813 0.0100484 0.011128 0.0122502 0.0134291 0.0146733 0.0159973 0.0174263 0.611312 5.39803e-05 9.79298e-05 5.5096e-05 8.95545e-05 1.66309e-07 5.51727e-05 0.000100777 4.34746e-05 8.16675e-05 1.494e-07 3.40744e-07 2.98935e-07 5.05116e-05 9.22749e-05 7.88651e-05 4.50491e-05 7.41038e-05 1.36004e-07 3.07516e-07 5.79549e-08 5.09345e-10 2.62997e-07
0.286106 0.0090542 0.0101063 0.011175 0.0122838 0.0134466 0.0146718 0.0159737 0.0173774 0.608594 5.39063e-05 9.79205e-05 5.5031e-05 8.96714e-05 1.66319e-07 5.51082e-05 0.000100791 4.35242e-05 8.18916e-05 1.49596e-07 3.4083e-07 2.99333e-07 5.05194e-05 9.24144e-05 7.90695e-05 4.51116e-05 7.44166e-05 1.36376e-07 3.07981e-07 5.79803e-08 5.10118e-10 2.63679e-07
0.288692 0.00912057 0.0101642 0.0112219 0.0123171 0.0134636 0.0146697 0.0159495 0.0173278 0.60586 5.38302e-05 9.79072e-05 5.49638e-05 8.97849e-05 1.66321e-07 5.50417e-05 0.0001008 4.35721e-05 8.21134e-05 1.49786e-07 3.40904e-07 2.99721e-07 5.05252e-05 9.25506e-05 7.92716e-05 4.51724e-05 7.47283e-05 1.36745e-07 3.08434e-07 5.80035e-08 5.10894e-10 2.64354e-07
0.291296 0.00918722 0.0102221 0.0112686 0.0123501 0.0134802 0.014667 0.0159246 0.0172777 0.60311 5.3752e-05 9.789e-05 5.48946e-05 8.98952e-05 1.66318e-07 5.49731e-05 0.000100806 4.36184e-05 8.23329e-05 1.49971e-07 3.40964e-07 3.00098e-07 5.05291e-05 9.26836e-05 7.94714e-05 4.52317e-05 7.5039e-05 1.3711e-07 3.08877e-07 5.80248e-08 5.117e-10 2.65021e-07
0.293919 0.00925416 0.0102801 0.0113151 0.0123827 0.0134962 0.0146637 0.0158991 0.017227 0.600345 5.36716e-05 9.78687e-05 5.48232e-05 9.00021e-05 1.66307e-07 5.49023e-05 0.000100808 4.36631e-05 8.255e-05 1.5015e-07 3.41012e-07 3.00464e-07 5.05309e-05 9.28132e-05 7.96689e-05 4.52892e-05 7.53485e-05 1.37471e-07 3.09309e-07 5.8044e-08 5.12599e-10 2.65681e-07
0.29656 0.00932138 0.0103382 0.0113615 0.0124149 0.0135117 0.0146598 0.015873 0.0171756 0.597565 5.35891e-05 9.78433e-05 5.47497e-05 9.01056e-05 1.6629e-07 5.48294e-05 0.000100805 4.3706e-05 8.27646e-05 1.50323e-07 3.41047e-07 3.00818e-07 5.05308e-05 9.29394e-05 7.98641e-05 4.53452e-05 7.56569e-05 1.37828e-07 3.09729e-07 5.80613e-08 5.13757e-10 2.66332e-07
0.299218 0.00938888 0.0103962 0.0114077 0.0124468 0.0135267 0.0146553 0.0158462 0.0171237 0.594769 5.35044e-05 9.78139e-05 5.4674e-05 9.02056e-05 1.66266e-07 5.47543e-05 0.000100799 4.37473e-05 8.29768e-05 1.50491e-07 3.4107e-07 3.01161e-07 5.05285e-05 9.30622e-05 8.00567e-05 4.53994e-05 7.59641e-05 1.38181e-07 3.10138e-07 5.8077e-08 5.15615e-10 2.66976e-07
0.301895 0.00945665 0.0104544 0.0114537 0.0124782 0.0135412 0.0146502 0.0158187 0.0170711 0.591957 5.34175e-05 9.77802e-05 5.45962e-05 9.03022e-05 1.66233e-07 5.46771e-05 0.000100788 4.37868e-05 8.31865e-05 1.50653e-07 3.4108e-07 3.01493e-07 5.05243e-05 9.31814e-05 8.02469e-05 4.54519e-05 7.627e-05 1.3853e-07 3.10535e-07 5.80915e-08 5.19382e-10 2.67611e-07
0.30459 0.00952468 0.0105125 0.0114995 0.0125093 0.0135552 0.0146444 0.0157906 0.017018 0.58913 5.33285e-05 9.77425e-05 5.45161e-05 9.03951e-05 1.66188e-07 5.45977e-05 0.000100774 4.38245e-05 8.33936e-05 1.50809e-07 3.41074e-07 3.01813e-07 5.05179e-05 9.32972e-05 8.04345e-05 4.55026e-05 7.65745e-05 1.38875e-07 3.10921e-07 5.81056e-08 5.28504e-10 2.68237e-07
0.307303 0.00959298 0.0105706 0.0115451 0.01254 0.0135686 0.0146381 0.0157618 0.0169642 0.586288 5.32373e-05 9.77005e-05 5.44339e-05 9.04845e-05 1.66115e-07 5.45161e-05 0.000100755 4.38605e-05 8.3598e-05 1.50959e-07 3.41042e-07 3.02121e-07 5.05094e-05 9.34093e-05 8.06196e-05 4.55516e-05 7.68777e-05 1.39217e-07 3.11294e-07 5.81212e-08 5.53156e-10 2.68855e-07
0.310034 0.00966154 0.0106288 0.0115905 0.0125703 0.0135814 0.014631 0.0157324 0.0169098 0.583431 5.31439e-05 9.76542e-05 5.43495e-05 9.05701e-05 1.65967e-07 5.44323e-05 0.000100732 4.38947e-05 8.37998e-05 1.51102e-07 3.40943e-07 3.02418e-07 5.04988e-05 9.35178e-05 8.0802e-05 4.55988e-05 7.71794e-05 1.39559e-07 3.11656e-07 5.81421e-08 6.24403e-10 2.69464e-07
0.312783 0.00973035 0.0106869 0.0116356 0.0126002 0.0135937 0.0146234 0.0157023 0.0168548 0.580559 5.30486e-05 9.76037e-05 5.42629e-05 9.0652e-05 1.6558e-07 5.43466e-05 0.000100704 4.39271e-05 8.39988e-05 1.5124e-07 3.40626e-07 3.02703e-07 5.04861e-05 9.36226e-05 8.09817e-05 4.56441e-05 7.74797e-05 1.39911e-07 3.12004e-07 5.81764e-08 8.40301e-10 2.70064e-07
0.315549 0.0097994 0.0107451 0.0116805 0.0126297 0.0136055 0.014615 0.0156715 0.0167992 0.577672 5.2952e-05 9.75488e-05 5.41743e-05 9.073e-05 1.64399e-07 5.42593e-05 0.000100672 4.39576e-05 8.41949e-05 1.51373e-07 3.39562e-07 3.02978e-07 5.04712e-05 9.37234e-05 8.11586e-05 4.56876e-05 7.77785e-05 1.40302e-07 3.12337e-07 5.82422e-08 1.5205e-09 2.70655e-07
0.318334 0.00986871 0.0108032 0.0117252 0.0126587 0.0136167 0.0146061 0.0156401 0.016743 0.57477 5.28565e-05 9.74895e-05 5.40843e-05 9.08033e-05 1.60492e-07 5.41723e-05 0.000100636 4.39862e-05 8.43882e-05 1.51502e-07 3.35856e-07 3.03249e-07 5.04541e-05 9.38199e-05 8.13327e-05 4.57293e-05 7.80759e-05 1.40833e-07 3.1265e-07 5.83796e-08 3.74021e-09 2.71236e-07
0.321136 0.00993825 0.0108613 0.0117697 0.0126873 0.0136272 0.0145964 0.015608 0.0166861 0.571854 5.27708e-05 9.74258e-05 5.39953e-05 9.087e-05 1.46998e-07 5.40922e-05 0.000100596 4.4013e-05 8.45784e-05 1.51639e-07 3.22678e-07 3.03541e-07 5.04348e-05 9.39101e-05 8.15038e-05 4.5769e-05 7.83726e-05 1.41849e-07 3.12925e-07 5.86809e-08 1.12283e-08 2.71807e-07
0.323956 0.010008 0.0109194 0.0118138 0.0127154 0.0136373 0.0145862 0.0155752 0.0166286 0.568923 5.26453e-05 9.73579e-05 5.38937e-05 9.09409e-05 1.63565e-07 5.39811e-05 0.00010055 4.40379e-05 8.4766e-05 1.51712e-07 3.38187e-07 3.03662e-07 5.04132e-05 9.40029e-05 8.16724e-05 4.58069e-05 7.86647e-05 1.41372e-07 3.13246e-07 5.81365e-08 1.56074e-09 2.72369e-07
0.326794 0.010078 0.0109774 0.0118577 0.0127431 0.0136467 0.0145752 0.0155417 0.0165706 0.565977 5.25354e-05 9.72853e-05 5.37947e-05 9.10047e-05 1.65393e-07 5.38812e-05 0.000100501 4.40607e-05 8.49504e-05 1.51831e-07 3.40225e-07 3.03924e-07 5.03893e-05 9.40892e-05 8.18378e-05 4.58427e-05 7.89563e-05 1.41474e-07 3.13556e-07 5.80906e-08 6.3672e-10 2.72924e-07
0.329649 0.0101482 0.0110354 0.0119013 0.0127703 0.0136555 0.0145635 0.0155076 0.0165119 0.563017 5.24258e-05 9.72082e-05 5.36943e-05 9.10635e-05 1.65477e-07 5.37813e-05 0.000100447 4.40817e-05 8.51316e-05 1.51931e-07 3.40288e-07 3.04132e-07 5.03633e-05 9.41708e-05 8.20002e-05 4.58766e-05 7.92463e-05 1.41763e-07 3.13829e-07 5.80768e-08 5.44764e-10 2.73466e-07
0.332522 0.0102187 0.0110934 0.0119447 0.0127971 0.0136637 0.0145512 0.0154727 0.0164527 0.560042 5.23142e-05 9.71267e-05 5.35917e-05 9.11182e-05 1.65397e-07 5.36792e-05 0.000100388 4.41006e-05 8.53098e-05 1.52023e-07 3.40166e-07 3.04326e-07 5.0335e-05 9.42484e-05 8.21595e-05 4.59086e-05 7.95344e-05 1.42058e-07 3.14087e-07 5.80624e-08 5.29056e-10 2.73998e-07
0.335412 0.0102893 0.0111513 0.0119877 0.0128234 0.0136713 0.0145382 0.0154372 0.0163928 0.557054 5.22002e-05 9.70406e-05 5.34868e-05 9.11688e-05 1.65287e-07 5.35749e-05 0.000100325 4.41176e-05 8.54847e-05 1.52108e-07 3.40006e-07 3.04505e-07 5.03044e-05 9.43218e-05 8.23157e-05 4.59385e-05 7.98206e-05 1.42348e-07 3.14332e-07 5.80457e-08 5.24753e-10 2.7452e-07
0.338319 0.0103602 0.0112091 0.0120305 0.0128492 0.0136783 0.0145246 0.015401 0.0163323 0.554051 5.2084e-05 9.69499e-05 5.33796e-05 9.12153e-05 1.65164e-07 5.34683e-05 0.000100257 4.41325e-05 8.56564e-05 1.52187e-07 3.39825e-07 3.04671e-07 5.02716e-05 9.43911e-05 8.24687e-05 4.59664e-05 8.01048e-05 1.42633e-07 3.14562e-07 5.80264e-08 5.23391e-10 2.75031e-07
0.341244 0.0104313 0.0112668 0.0120729 0.0128744 0.0136846 0.0145102 0.0153641 0.0162712 0.551034 5.19655e-05 9.68546e-05 5.327e-05 9.12576e-05 1.65031e-07 5.33593e-05 0.000100185 4.41454e-05 8.58248e-05 1.52258e-07 3.39626e-07 3.04824e-07 5.02363e-05 9.44562e-05 8.26185e-05 4.59922e-05 8.03869e-05 1.42913e-07 3.14779e-07 5.80046e-08 5.23015e-10 2.75532e-07
0.344186 0.0105025 0.0113245 0.012115 0.0128992 0.0136904 0.0144951 0.0153265 0.0162095 0.548004 5.18447e-05 9.67546e-05 5.31581e-05 9.12957e-05 1.6489e-07 5.3248e-05 0.000100108 4.41562e-05 8.59898e-05 1.52323e-07 3.39411e-07 3.04962e-07 5.01988e-05 9.4517e-05 8.27651e-05 4.6016e-05 8.06669e-05 1.43187e-07 3.14981e-07 5.79801e-08 5.23053e-10 2.76021e-07
0.347145 0.010574 0.011382 0.0121568 0.0129235 0.0136954 0.0144793 0.0152883 0.0161471 0.544959 5.17215e-05 9.665e-05 5.30439e-05 9.13295e-05 1.6474e-07 5.31344e-05 0.000100026 4.4165e-05 8.61513e-05 1.5238e-07 3.3918e-07 3.05086e-07 5.01589e-05 9.45736e-05 8.29082e-05 4.60376e-05 8.09447e-05 1.43455e-07 3.1517e-07 5.79531e-08 5.23317e-10 2.765e-07
0.350122 0.0106456 0.0114395 0.0121983 0.0129473 0.0136999 0.0144628 0.0152493 0.0160842 0.541902 5.1596e-05 9.65406e-05 5.29273e-05 9.1359e-05 1.64582e-07 5.30184e-05 9.99396e-05 4.41716e-05 8.63094e-05 1.5243e-07 3.38932e-07 3.05196e-07 5.01166e-05 9.46258e-05 8.3048e-05 4.60572e-05 8.12202e-05 1.43718e-07 3.15343e-07 5.79235e-08 5.23762e-10 2.76967e-07
0.353115 0.0107174 0.0114968 0.0122394 0.0129705 0.0137037 0.0144456 0.0152096 0.0160207 0.53883 5.14682e-05 9.64265e-05 5.28084e-05 9.13842e-05 1.64415e-07 5.29001e-05 9.98483e-05 4.41761e-05 8.6464e-05 1.52473e-07 3.38668e-07 3.05291e-07 5.00719e-05 9.46736e-05 8.31844e-05 4.60745e-05 8.14934e-05 1.43975e-07 3.15503e-07 5.78912e-08 5.24427e-10 2.77423e-07
0.356125 0.0107894 0.0115541 0.0122801 0.0129932 0.0137068 0.0144277 0.0151693 0.0159565 0.535746 5.1338e-05 9.63076e-05 5.26871e-05 9.14049e-05 1.6424e-07 5.27794e-05 9.97521e-05 4.41784e-05 8.6615e-05 1.52508e-07 3.38387e-07 3.05372e-07 5.00247e-05 9.4717e-05 8.33172e-05 4.60897e-05 8.17643e-05 1.44226e-07 3.15647e-07 5.78562e-08 5.25438e-10 2.77867e-07
0.359152 0.0108615 0.0116112 0.0123205 0.0130153 0.0137092 0.0144091 0.0151282 0.0158918 0.532648 5.12054e-05 9.61839e-05 5.25635e-05 9.14212e-05 1.64055e-07 5.26563e-05 9.96511e-05 4.41786e-05 8.67623e-05 1.52536e-07 3.38089e-07 3.05438e-07 4.99752e-05 9.47559e-05 8.34466e-05 4.61028e-05 8.20327e-05 1.4447e-07 3.15776e-07 5.78186e-08 5.27071e-10 2.78299e-07
0.362195 0.0109338 0.0116682 0.0123605 0.0130369 0.013711 0.0143897 0.0150864 0.0158265 0.529538 5.10705e-05 9.60554e-05 5.24374e-05 9.1433e-05 1.6386e-07 5.25309e-05 9.95452e-05 4.41766e-05 8.69059e-05 1.52557e-07 3.37772e-07 3.0549e-07 4.99232e-05 9.47902e-05 8.35723e-05 4.61135e-05 8.22986e-05 1.44709e-07 3.15891e-07 5.77783e-08 5.29904e-10 2.78719e-07
0.365255 0.0110062 0.011725 0.0124001 0.0130579 0.0137121 0.0143697 0.0150439 0.0157605 0.526414 5.09333e-05 9.59221e-05 5.2309e-05 9.14403e-05 1.63652e-07 5.2403e-05 9.94344e-05 4.41724e-05 8.70457e-05 1.5257e-07 3.37433e-07 3.05526e-07 4.98688e-05 9.482e-05 8.36944e-05 4.61221e-05 8.25619e-05 1.44942e-07 3.1599e-07 5.77353e-08 5.35163e-10 2.79127e-07
0.368332 0.0110788 0.0117817 0.0124394 0.0130783 0.0137125 0.0143488 0.0150008 0.015694 0.523278 5.07937e-05 9.57838e-05 5.21782e-05 9.14429e-05 1.63426e-07 5.22728e-05 9.93187e-05 4.41659e-05 8.71818e-05 1.52575e-07 3.37068e-07 3.05547e-07 4.98119e-05 9.48452e-05 8.38127e-05 4.61284e-05 8.28227e-05 1.45168e-07 3.16073e-07 5.76895e-08 5.45554e-10 2.79523e-07
0.371425 0.0111516 0.0118382 0.0124782 0.0130982 0.0137123 0.0143273 0.0149569 0.0156269 0.520129 5.06517e-05 9.56406e-05 5.2045e-05 9.1441e-05 1.63169e-07 5.21402e-05 9.9198e-05 4.41572e-05 8.73139e-05 1.52573e-07 3.36664e-07 3.05553e-07 4.97525e-05 9.48656e-05 8.39273e-05 4.61324e-05 8.30808e-05 1.45389e-07 3.16141e-07 5.7641e-08 5.67275e-10 2.79906e-07
0.374534 0.0112244 0.0118946 0.0125166 0.0131175 0.0137113 0.014305 0.0149123 0.0155591 0.516968 5.05075e-05 9.54925e-05 5.19095e-05 9.14343e-05 1.62853e-07 5.20053e-05 9.90722e-05 4.41462e-05 8.74421e-05 1.52563e-07 3.36191e-07 3.05544e-07 4.96906e-05 9.48813e-05 8.40381e-05 4.6134e-05 8.33361e-05 1.45606e-07 3.16193e-07 5.75897e-08 6.15116e-10 2.80277e-07
0.377659 0.0112974 0.0119507 0.0125546 0.0131362 0.0137096 0.014282 0.014867 0.0154908 0.513794 5.0361e-05 9.53395e-05 5.17715e-05 9.14229e-05 1.62406e-07 5.18681e-05 9.89415e-05 4.41329e-05 8.75664e-05 1.52546e-07 3.35577e-07 3.0552e-07 4.96261e-05 9.48923e-05 8.41451e-05 4.61334e-05 8.35886e-05 1.45822e-07 3.16229e-07 5.75357e-08 7.25801e-10 2.80634e-07
0.380801 0.0113705 0.0120067 0.0125922 0.0131542 0.0137072 0.0142582 0.014821 0.0154219 0.510608 5.02126e-05 9.51814e-05 5.16314e-05 9.14067e-05 1.61645e-07 5.17288e-05 9.88057e-05 4.41173e-05 8.76866e-05 1.52521e-07 3.34635e-07 3.05483e-07 4.95592e-05 9.48983e-05 8.42481e-05 4.61304e-05 8.38383e-05 1.46043e-07 3.16249e-07 5.74789e-08 9.94211e-10 2.80979e-07
0.383958 0.0114437 0.0120625 0.0126293 0.0131717 0.0137041 0.0142336 0.0147743 0.0153524 0.507411 5.00629e-05 9.50184e-05 5.14892e-05 9.13854e-05 1.60075e-07 5.15879e-05 9.86648e-05 4.40993e-05 8.78026e-05 1.52492e-07 3.32863e-07 3.05437e-07 4.94897e-05 9.48992e-05 8.43471e-05 4.6125e-05 8.40851e-05 1.46291e-07 3.1625e-07 5.74192e-08 1.67521e-09 2.8131e-07
0.387131 0.0115171 0.0121181 0.012666 0.0131885 0.0137002 0.0142084 0.0147269 0.0152823 0.504201 4.99139e-05 9.48502e-05 5.13455e-05 9.13587e-05 1.5632e-07 5.1447e-05 9.85188e-05 4.4079e-05 8.79145e-05 1.52463e-07 3.28869e-07 3.05393e-07 4.94176e-05 9.48947e-05 8.44421e-05 4.61173e-05 8.43292e-05 1.46621e-07 3.16232e-07 5.73562e-08 3.48002e-09 2.81627e-07
0.39032 0.0115905 0.0121734 0.0127022 0.0132047 0.0136956 0.0141823 0.0146788 0.0152116 0.50098 4.97709e-05 9.4677e-05 5.12023e-05 9.13255e-05 1.46399e-07 5.131e-05 9.83677e-05 4.40564e-05 8.80221e-05 1.5245e-07 3.18626e-07 3.05389e-07 4.9343e-05 9.48838e-05 8.45329e-05 4.61071e-05 8.45707e-05 1.47194e-07 3.16187e-07 5.72887e-08 8.46864e-09 2.81929e-07
0.393524 0.011664 0.0122286 0.012738 0.0132203 0.0136903 0.0141555 0.01463 0.0151404 0.497748 4.95924e-05 9.44989e-05 5.10454e-05 9.12938e-05 1.60451e-07 5.11453e-05 9.82112e-05 4.40314e-05 8.81258e-05 1.5233e-07 3.32542e-07 3.05136e-07 4.92656e-05 9.48737e-05 8.46201e-05 4.60945e-05 8.4807e-05 1.46821e-07 3.16156e-07 5.72212e-08 1.01744e-09 2.82223e-07
0.396743 0.0117376 0.0122835 0.0127733 0.0132352 0.0136843 0.0141279 0.0145804 0.0150685 0.494505 4.94298e-05 9.43156e-05 5.08923e-05 9.12537e-05 1.61114e-07 5.0992e-05 9.80496e-05 4.40039e-05 8.8225e-05 1.52267e-07 3.33118e-07 3.05029e-07 4.91858e-05 9.48554e-05 8.47028e-05 4.60794e-05 8.50413e-05 1.46903e-07 3.16105e-07 5.71499e-08 5.82186e-10 2.825e-07
0.399978 0.0118112 0.0123381 0.0128081 0.0132495 0.0136775 0.0140996 0.0145302 0.0149961 0.49125 4.92662e-05 9.41271e-05 5.07372e-05 9.12083e-05 1.60918e-07 5.08375e-05 9.78828e-05 4.3974e-05 8.83197e-05 1.52193e-07 3.32704e-07 3.04891e-07 4.91033e-05 9.48317e-05 8.47813e-05 4.60618e-05 8.52724e-05 1.47055e-07 3.16027e-07 5.70756e-08 5.36238e-10 2.82763e-07
0.403228 0.0118849 0.0123926 0.0128423 0.013263 0.0136699 0.0140705 0.0144792 0.0149232 0.487984 4.91003e-05 9.39336e-05 5.05798e-05 9.11578e-05 1.60635e-07 5.06806e-05 9.77109e-05 4.39417e-05 8.84101e-05 1.52109e-07 3.32187e-07 3.04736e-07 4.90182e-05 9.48029e-05 8.48555e-05 4.60418e-05 8.55002e-05 1.47204e-07 3.15931e-07 5.69983e-08 5.2779e-10 2.83012e-07
0.406493 0.0119587 0.0124467 0.0128761 0.013276 0.0136616 0.0140406 0.0144275 0.0148496 0.484708 4.8932e-05 9.37348e-05 5.04199e-05 9.11022e-05 1.60333e-07 5.05213e-05 9.75336e-05 4.3907e-05 8.8496e-05 1.52017e-07 3.31642e-07 3.04564e-07 4.89305e-05 9.47689e-05 8.49253e-05 4.60192e-05 8.57246e-05 1.47346e-07 3.15818e-07 5.69181e-08 5.24776e-10 2.83246e-07
0.409773 0.0120326 0.0125006 0.0129094 0.0132882 0.0136525 0.01401 0.0143752 0.0147755 0.481421 4.87613e-05 9.3531e-05 5.02576e-05 9.10415e-05 1.60017e-07 5.03595e-05 9.73511e-05 4.38697e-05 8.85773e-05 1.51917e-07 3.31075e-07 3.04375e-07 4.88402e-05 9.47298e-05 8.49908e-05 4.59942e-05 8.59456e-05 1.47481e-07 3.15687e-07 5.6835e-08 5.23725e-10 2.83465e-07
0.413067 0.0121064 0.0125542 0.0129421 0.0132998 0.0136427 0.0139785 0.0143221 0.0147008 0.478124 4.85882e-05 9.33219e-05 5.00929e-05 9.09757e-05 1.59692e-07 5.01953e-05 9.71632e-05 4.383e-05 8.8654e-05 1.51808e-07 3.30489e-07 3.04169e-07 4.87471e-05 9.46853e-05 8.50519e-05 4.59665e-05 8.61631e-05 1.47608e-07 3.15539e-07 5.67488e-08 5.22966e-10 2.8367e-07
