Output dataset from model "HMT"
0.5
m h j xKr xKs xto1 yto1 Ki Cai CaNSR CaJSR pc1 po1 po2 pc2 c0 c1 c2 c3 c4 cCa0 cCa1 cCa2 cCa3 cCa4 open yL LTRPNCa HTRPNCa Cass V z_b 
0.0919744 0.00352728 0.00449246 0.0057281 0.00730933 0.0093326 0.0119215 0.0152338 0.0194711 0.830181 5.07668e-05 7.94785e-05 5.07442e-05 6.22206e-05 1.32405e-07 5.07424e-05 7.9416e-05 3.11479e-05 4.87319e-05 1.03704e-07 2.64635e-07 2.07435e-07 3.97052e-05 6.21571e-05 4.88162e-05 3.11143e-05 3.81917e-05 8.12284e-08 2.07208e-07 4.40847e-08 3.45484e-10 1.6273e-07
0.0919054 0.00352385 0.00449114 0.00572884 0.0073121 0.00933731 0.0119279 0.0152413 0.019479 0.830224 5.07971e-05 7.95221e-05 5.07822e-05 6.22523e-05 1.32499e-07 5.0781e-05 7.94792e-05 3.11534e-05 4.87504e-05 1.03758e-07 2.64877e-07 2.07539e-07 3.97376e-05 6.2207e-05 4.88129e-05 3.11304e-05 3.8196e-05 8.12585e-08 2.07373e-07 4.4132e-08 3.45733e-10 1.62719e-07
0.0918561 0.0035211 0.00449054 0.0057303 0.00731557 0.00934267 0.0119348 0.0152492 0.0194868 0.830243 5.08281e-05 7.95691e-05 5.08208e-05 6.22884e-05 1.32599e-07 5.08202e-05 7.95454e-05 3.11611e-05 4.87737e-05 1.03819e-07 2.65129e-07 2.07657e-07 3.97716e-05 6.2261e-05 4.88145e-05 3.11486e-05 3.82052e-05 8.12964e-08 2.07553e-07 4.41808e-08 3.46004e-10 1.62725e-07
0.0918262 0.00351901 0.00449063 0.00573247 0.00731974 0.00934866 0.0119422 0.0152573 0.0194944 0.830239 5.086e-05 7.96193e-05 5.08602e-05 6.23286e-05 1.32703e-07 5.086e-05 7.96147e-05 3.11712e-05 4.88016e-05 1.03888e-07 2.65391e-07 2.07789e-07 3.9807e-05 6.23189e-05 4.88212e-05 3.1169e-05 3.82191e-05 8.13421e-08 2.07745e-07 4.42312e-08 3.46298e-10 1.62747e-07
0.0918154 0.00351758 0.00449141 0.00573534 0.0073246 0.00935528 0.0119501 0.0152656 0.0195019 0.830212 5.08927e-05 7.96729e-05 5.09002e-05 6.23731e-05 1.32813e-07 5.09006e-05 7.9687e-05 3.11834e-05 4.88341e-05 1.03963e-07 2.65663e-07 2.07935e-07 3.9844e-05 6.23808e-05 4.88327e-05 3.11915e-05 3.82378e-05 8.13955e-08 2.07951e-07 4.42832e-08 3.46615e-10 1.62786e-07
0.0918235 0.0035168 0.00449287 0.00573891 0.00733014 0.00936251 0.0119584 0.0152742 0.0195093 0.830162 5.09261e-05 7.97297e-05 5.09409e-05 6.24216e-05 1.32928e-07 5.09418e-05 7.97624e-05 3.11979e-05 4.88711e-05 1.04045e-07 2.65944e-07 2.08095e-07 3.98825e-05 6.24467e-05 4.8849e-05 3.1216e-05 3.8261e-05 8.14564e-08 2.0817e-07 4.43366e-08 3.46954e-10 1.62841e-07
0.0918502 0.00351666 0.004495 0.00574316 0.00733635 0.00937036 0.0119673 0.0152831 0.0195165 0.83009 5.09603e-05 7.97897e-05 5.09823e-05 6.24743e-05 1.33048e-07 5.09837e-05 7.98407e-05 3.12145e-05 4.89126e-05 1.04134e-07 2.66235e-07 2.08268e-07 3.99225e-05 6.25163e-05 4.88701e-05 3.12426e-05 3.82889e-05 8.15248e-08 2.08401e-07 4.43916e-08 3.47314e-10 1.62912e-07
0.0918952 0.00351714 0.00449778 0.00574809 0.00734322 0.00937882 0.0119767 0.0152921 0.0195235 0.829995 5.09952e-05 7.98529e-05 5.10244e-05 6.2531e-05 1.33173e-07 5.10263e-05 7.99219e-05 3.12332e-05 4.89585e-05 1.04229e-07 2.66535e-07 2.08455e-07 3.99639e-05 6.25898e-05 4.88959e-05 3.12712e-05 3.83212e-05 8.16006e-08 2.08646e-07 4.44481e-08 3.47696e-10 1.62998e-07
0.0919584 0.00351825 0.00450122 0.00575368 0.00735075 0.00938786 0.0119865 0.0153015 0.0195304 0.829879 5.10309e-05 7.99191e-05 5.10671e-05 6.25916e-05 1.33303e-07 5.10695e-05 8.00061e-05 3.12541e-05 4.90088e-05 1.04331e-07 2.66845e-07 2.08655e-07 4.00067e-05 6.26671e-05 4.89262e-05 3.13017e-05 3.8358e-05 8.16837e-08 2.08903e-07 4.4506e-08 3.481e-10 1.631e-07
0.0920394 0.00351996 0.0045053 0.00575993 0.00735892 0.0093975 0.0119967 0.015311 0.0195372 0.82974 5.10673e-05 7.99884e-05 5.11104e-05 6.26561e-05 1.33438e-07 5.11133e-05 8.00931e-05 3.1277e-05 4.90633e-05 1.0444e-07 2.67164e-07 2.08869e-07 4.0051e-05 6.27481e-05 4.89611e-05 3.13343e-05 3.83992e-05 8.17739e-08 2.09172e-07 4.45655e-08 3.48524e-10 1.63216e-07
0.0921381 0.00352228 0.00451001 0.00576683 0.00736773 0.00940771 0.0120075 0.0153208 0.0195439 0.829581 5.11044e-05 8.00608e-05 5.11545e-05 6.27245e-05 1.33578e-07 5.11578e-05 8.0183e-05 3.13019e-05 4.91221e-05 1.04555e-07 2.67492e-07 2.09095e-07 4.00967e-05 6.28328e-05 4.90005e-05 3.13688e-05 3.84447e-05 8.18712e-08 2.09454e-07 4.46264e-08 3.4897e-10 1.63348e-07
0.0922543 0.00352519 0.00451535 0.00577437 0.00737717 0.0094185 0.0120186 0.0153308 0.0195504 0.8294 5.11422e-05 8.01361e-05 5.11991e-05 6.27967e-05 1.33723e-07 5.12029e-05 8.02756e-05 3.13289e-05 4.91851e-05 1.04676e-07 2.67829e-07 2.09334e-07 4.01438e-05 6.29212e-05 4.90442e-05 3.14052e-05 3.84945e-05 8.19755e-08 2.09748e-07 4.46888e-08 3.49435e-10 1.63494e-07
0.0923878 0.00352868 0.0045213 0.00578254 0.00738722 0.00942984 0.0120302 0.0153411 0.0195568 0.829198 5.11808e-05 8.02143e-05 5.12444e-05 6.28727e-05 1.33872e-07 5.12487e-05 8.0371e-05 3.13578e-05 4.92523e-05 1.04803e-07 2.68175e-07 2.09586e-07 4.01922e-05 6.30131e-05 4.90923e-05 3.14434e-05 3.85485e-05 8.20867e-08 2.10054e-07 4.47526e-08 3.49922e-10 1.63655e-07
0.0925385 0.00353276 0.00452787 0.00579134 0.00739789 0.00944174 0.0120423 0.0153515 0.0195631 0.828976 5.122e-05 8.02954e-05 5.12903e-05 6.29523e-05 1.34026e-07 5.12951e-05 8.04692e-05 3.13887e-05 4.93235e-05 1.04937e-07 2.6853e-07 2.0985e-07 4.0242e-05 6.31086e-05 4.91447e-05 3.14836e-05 3.86067e-05 8.22047e-08 2.10372e-07 4.48179e-08 3.50428e-10 1.6383e-07
0.092706 0.00353741 0.00453504 0.00580076 0.00740916 0.00945419 0.0120547 0.0153622 0.0195692 0.828733 5.12598e-05 8.03794e-05 5.13368e-05 6.30356e-05 1.34184e-07 5.13421e-05 8.057e-05 3.14215e-05 4.93987e-05 1.05077e-07 2.68894e-07 2.10126e-07 4.02932e-05 6.32076e-05 4.92013e-05 3.15255e-05 3.8669e-05 8.23294e-08 2.10701e-07 4.48845e-08 3.50954e-10 1.64019e-07
0.0928903 0.00354262 0.0045428 0.00581078 0.00742103 0.00946718 0.0120676 0.015373 0.0195752 0.82847 5.13004e-05 8.04662e-05 5.1384e-05 6.31225e-05 1.34347e-07 5.13897e-05 8.06735e-05 3.14561e-05 4.94779e-05 1.05223e-07 2.69267e-07 2.10414e-07 4.03457e-05 6.33101e-05 4.9262e-05 3.15693e-05 3.87354e-05 8.24608e-08 2.11042e-07 4.49526e-08 3.51499e-10 1.64222e-07
0.0930912 0.0035484 0.00455116 0.00582141 0.00743349 0.0094807 0.0120809 0.0153841 0.019581 0.828187 5.13416e-05 8.05556e-05 5.14317e-05 6.32129e-05 1.34515e-07 5.14378e-05 8.07796e-05 3.14927e-05 4.9561e-05 1.05374e-07 2.69647e-07 2.10714e-07 4.03994e-05 6.34159e-05 4.93268e-05 3.16149e-05 3.88058e-05 8.25987e-08 2.11395e-07 4.5022e-08 3.52064e-10 1.64438e-07
0.0933086 0.00355472 0.00456009 0.00583264 0.00744652 0.00949475 0.0120946 0.0153954 0.0195868 0.827884 5.13834e-05 8.06478e-05 5.148e-05 6.33068e-05 1.34687e-07 5.14866e-05 8.08882e-05 3.1531e-05 4.9648e-05 1.05532e-07 2.70037e-07 2.11026e-07 4.04545e-05 6.35252e-05 4.93957e-05 3.16622e-05 3.88802e-05 8.2743e-08 2.11758e-07 4.50928e-08 3.52648e-10 1.64668e-07
0.0935422 0.0035616 0.0045696 0.00584445 0.00746013 0.00950931 0.0121087 0.0154069 0.0195923 0.827562 5.14256e-05 8.07426e-05 5.15285e-05 6.34042e-05 1.34862e-07 5.15356e-05 8.09992e-05 3.15711e-05 4.97388e-05 1.05695e-07 2.70432e-07 2.11348e-07 4.05106e-05 6.36377e-05 4.94685e-05 3.17112e-05 3.89585e-05 8.28937e-08 2.12132e-07 4.51644e-08 3.53248e-10 1.64911e-07
0.0937921 0.00356902 0.00457969 0.00585684 0.00747431 0.00952438 0.0121232 0.0154185 0.0195978 0.82722 5.14686e-05 8.084e-05 5.15779e-05 6.35049e-05 1.35042e-07 5.15854e-05 8.11129e-05 3.1613e-05 4.98334e-05 1.05864e-07 2.70838e-07 2.11683e-07 4.05682e-05 6.37536e-05 4.95452e-05 3.17619e-05 3.90407e-05 8.30507e-08 2.12518e-07 4.52378e-08 3.53869e-10 1.65168e-07
0.094058 0.00357697 0.00459033 0.00586981 0.00748905 0.00953995 0.0121381 0.0154304 0.0196031 0.826859 5.15122e-05 8.094e-05 5.16279e-05 6.3609e-05 1.35227e-07 5.16358e-05 8.1229e-05 3.16567e-05 4.99317e-05 1.06038e-07 2.71251e-07 2.12029e-07 4.0627e-05 6.38727e-05 4.96258e-05 3.18143e-05 3.91267e-05 8.32139e-08 2.12915e-07 4.53126e-08 3.54508e-10 1.65437e-07
0.0943398 0.00358545 0.00460154 0.00588335 0.00750433 0.00955602 0.0121534 0.0154424 0.0196083 0.826479 5.15563e-05 8.10426e-05 5.16783e-05 6.37164e-05 1.35415e-07 5.16867e-05 8.13476e-05 3.1702e-05 5.00337e-05 1.06218e-07 2.71673e-07 2.12386e-07 4.0687e-05 6.3995e-05 4.97103e-05 3.18684e-05 3.92165e-05 8.33833e-08 2.13322e-07 4.53886e-08 3.55165e-10 1.65719e-07
0.0946375 0.00359446 0.00461329 0.00589745 0.00752016 0.00957257 0.012169 0.0154546 0.0196133 0.82608 5.1601e-05 8.11475e-05 5.17293e-05 6.3827e-05 1.35608e-07 5.17381e-05 8.14685e-05 3.1749e-05 5.01394e-05 1.06403e-07 2.72102e-07 2.12753e-07 4.07481e-05 6.41205e-05 4.97984e-05 3.19242e-05 3.93101e-05 8.35587e-08 2.1374e-07 4.54659e-08 3.5584e-10 1.66013e-07
0.0949509 0.00360398 0.00462559 0.0059121 0.00753653 0.0095896 0.012185 0.0154669 0.0196182 0.825662 5.16463e-05 8.12549e-05 5.17808e-05 6.39409e-05 1.35804e-07 5.179e-05 8.15918e-05 3.17977e-05 5.02486e-05 1.06594e-07 2.72539e-07 2.13132e-07 4.08104e-05 6.42492e-05 4.98903e-05 3.19815e-05 3.94073e-05 8.37401e-08 2.14168e-07 4.55445e-08 3.56532e-10 1.6632e-07
0.0952798 0.00361403 0.00463844 0.00592731 0.00755343 0.00960711 0.0122014 0.0154794 0.0196229 0.825225 5.16919e-05 8.13647e-05 5.18326e-05 6.40578e-05 1.36004e-07 5.18423e-05 8.17172e-05 3.1848e-05 5.03613e-05 1.0679e-07 2.72983e-07 2.1352e-07 4.08738e-05 6.43808e-05 4.99858e-05 3.20404e-05 3.95083e-05 8.39274e-08 2.14607e-07 4.56241e-08 3.57241e-10 1.66638e-07
0.0956243 0.00362458 0.00465182 0.00594305 0.00757086 0.00962507 0.0122181 0.0154921 0.0196276 0.82477 5.17382e-05 8.14767e-05 5.1885e-05 6.41779e-05 1.36208e-07 5.18952e-05 8.1845e-05 3.18999e-05 5.04775e-05 1.06991e-07 2.73434e-07 2.13919e-07 4.09384e-05 6.45155e-05 5.00848e-05 3.21008e-05 3.96128e-05 8.41205e-08 2.15055e-07 4.57051e-08 3.57968e-10 1.66969e-07
0.0959842 0.00363564 0.00466573 0.00595934 0.0075888 0.0096435 0.0122351 0.0155049 0.019632 0.824297 5.17849e-05 8.15911e-05 5.19379e-05 6.4301e-05 1.36416e-07 5.19485e-05 8.19751e-05 3.19534e-05 5.05972e-05 1.07197e-07 2.73894e-07 2.14329e-07 4.10041e-05 6.46532e-05 5.01875e-05 3.21628e-05 3.9721e-05 8.43194e-08 2.15514e-07 4.57873e-08 3.58711e-10 1.67312e-07
0.0963595 0.00364721 0.00468017 0.00597616 0.00760725 0.00966238 0.0122525 0.0155179 0.0196363 0.823805 5.18321e-05 8.17077e-05 5.19912e-05 6.44271e-05 1.36627e-07 5.20022e-05 8.21072e-05 3.20084e-05 5.07203e-05 1.07408e-07 2.7436e-07 2.14748e-07 4.10709e-05 6.47939e-05 5.02936e-05 3.22264e-05 3.98327e-05 8.4524e-08 2.15982e-07 4.58706e-08 3.59471e-10 1.67666e-07
0.09675 0.00365928 0.00469513 0.00599351 0.00762621 0.0096817 0.0122702 0.015531 0.0196405 0.823295 5.18797e-05 8.18264e-05 5.20449e-05 6.45561e-05 1.36842e-07 5.20563e-05 8.22415e-05 3.20649e-05 5.08468e-05 1.07624e-07 2.74833e-07 2.15178e-07 4.11387e-05 6.49375e-05 5.04032e-05 3.22914e-05 3.99479e-05 8.47341e-08 2.1646e-07 4.59552e-08 3.60247e-10 1.68032e-07
0.0971558 0.00367184 0.00471061 0.00601137 0.00764566 0.00970145 0.0122882 0.0155443 0.0196445 0.822767 5.19277e-05 8.19473e-05 5.2099e-05 6.46881e-05 1.3706e-07 5.21108e-05 8.23778e-05 3.21229e-05 5.09765e-05 1.07845e-07 2.75312e-07 2.15617e-07 4.12075e-05 6.50838e-05 5.05162e-05 3.23578e-05 4.00666e-05 8.49498e-08 2.16948e-07 4.60407e-08 3.61039e-10 1.68409e-07
0.0975766 0.00368489 0.0047266 0.00602975 0.00766561 0.00972163 0.0123065 0.0155576 0.0196484 0.822222 5.19761e-05 8.20703e-05 5.21535e-05 6.48229e-05 1.37282e-07 5.21657e-05 8.25162e-05 3.21824e-05 5.11096e-05 1.0807e-07 2.75799e-07 2.16065e-07 4.12774e-05 6.52331e-05 5.06325e-05 3.24257e-05 4.01887e-05 8.51709e-08 2.17445e-07 4.61274e-08 3.61846e-10 1.68797e-07
0.0980125 0.00369843 0.0047431 0.00604865 0.00768604 0.00974224 0.0123252 0.0155711 0.0196521 0.821658 5.20249e-05 8.21953e-05 5.22084e-05 6.49605e-05 1.37508e-07 5.2221e-05 8.26566e-05 3.22433e-05 5.12459e-05 1.083e-07 2.76292e-07 2.16523e-07 4.13483e-05 6.53851e-05 5.07521e-05 3.2495e-05 4.03143e-05 8.53975e-08 2.17951e-07 4.62153e-08 3.6267e-10 1.69196e-07
0.0984635 0.00371246 0.00476011 0.00606805 0.00770695 0.00976326 0.0123441 0.0155847 0.0196556 0.821077 5.20741e-05 8.23223e-05 5.22636e-05 6.51009e-05 1.37736e-07 5.22767e-05 8.2799e-05 3.23057e-05 5.13854e-05 1.08535e-07 2.76792e-07 2.16991e-07 4.14201e-05 6.55398e-05 5.0875e-05 3.25658e-05 4.04432e-05 8.56293e-08 2.18466e-07 4.63042e-08 3.63509e-10 1.69606e-07
0.0989294 0.00372697 0.00477761 0.00608795 0.00772833 0.00978469 0.0123634 0.0155984 0.019659 0.820478 5.21236e-05 8.24512e-05 5.23191e-05 6.5244e-05 1.37968e-07 5.23327e-05 8.29433e-05 3.23694e-05 5.1528e-05 1.08775e-07 2.77298e-07 2.17467e-07 4.14929e-05 6.56973e-05 5.10011e-05 3.26379e-05 4.05754e-05 8.58665e-08 2.18991e-07 4.63942e-08 3.64362e-10 1.70027e-07
0.0994101 0.00374196 0.00479562 0.00610834 0.00775018 0.00980652 0.0123829 0.0156122 0.0196622 0.819862 5.21735e-05 8.2582e-05 5.23749e-05 6.53897e-05 1.38202e-07 5.23889e-05 8.30893e-05 3.24345e-05 5.16737e-05 1.09018e-07 2.7781e-07 2.17952e-07 4.15666e-05 6.58573e-05 5.11303e-05 3.27113e-05 4.0711e-05 8.61087e-08 2.19524e-07 4.64851e-08 3.6523e-10 1.70458e-07
0.0999058 0.00375742 0.00481411 0.00612922 0.00777249 0.00982874 0.0124027 0.0156261 0.0196652 0.819229 5.22236e-05 8.27147e-05 5.24311e-05 6.55381e-05 1.3844e-07 5.24455e-05 8.32373e-05 3.25009e-05 5.18225e-05 1.09267e-07 2.78329e-07 2.18446e-07 4.16412e-05 6.602e-05 5.12627e-05 3.2786e-05 4.08498e-05 8.63561e-08 2.20066e-07 4.65771e-08 3.66113e-10 1.709e-07
0.100416 0.00377336 0.0048331 0.00615059 0.00779526 0.00985135 0.0124227 0.0156401 0.0196681 0.818578 5.22741e-05 8.28491e-05 5.24876e-05 6.56891e-05 1.38681e-07 5.25023e-05 8.3387e-05 3.25686e-05 5.19743e-05 1.09519e-07 2.78853e-07 2.18949e-07 4.17168e-05 6.61853e-05 5.13981e-05 3.28621e-05 4.09918e-05 8.66086e-08 2.20616e-07 4.66701e-08 3.67011e-10 1.71352e-07
0.100942 0.00378977 0.00485257 0.00617244 0.00781847 0.00987434 0.0124431 0.0156542 0.0196708 0.817909 5.23248e-05 8.29854e-05 5.25443e-05 6.58426e-05 1.38925e-07 5.25595e-05 8.35384e-05 3.26376e-05 5.21292e-05 1.09776e-07 2.79383e-07 2.19461e-07 4.17931e-05 6.63531e-05 5.15366e-05 3.29395e-05 4.11371e-05 8.68661e-08 2.21175e-07 4.67641e-08 3.67922e-10 1.71814e-07
0.101482 0.00380664 0.00487252 0.00619477 0.00784213 0.0098977 0.0124637 0.0156683 0.0196733 0.817224 5.23757e-05 8.31232e-05 5.26011e-05 6.59986e-05 1.39171e-07 5.26168e-05 8.36915e-05 3.27079e-05 5.22869e-05 1.10036e-07 2.79918e-07 2.1998e-07 4.18703e-05 6.65233e-05 5.1678e-05 3.3018e-05 4.12855e-05 8.71284e-08 2.21742e-07 4.68588e-08 3.68847e-10 1.72286e-07
0.102036 0.00382399 0.00489295 0.00621757 0.00786622 0.00992142 0.0124845 0.0156826 0.0196756 0.816521 5.24269e-05 8.32628e-05 5.26583e-05 6.6157e-05 1.39421e-07 5.26743e-05 8.38463e-05 3.27794e-05 5.24476e-05 1.10301e-07 2.80459e-07 2.20508e-07 4.19484e-05 6.6696e-05 5.18224e-05 3.30979e-05 4.14371e-05 8.73956e-08 2.22317e-07 4.69547e-08 3.69786e-10 1.72767e-07
0.102606 0.00384179 0.00491385 0.00624083 0.00789074 0.00994551 0.0125056 0.0156969 0.0196777 0.815802 5.24783e-05 8.3404e-05 5.27157e-05 6.63178e-05 1.39672e-07 5.27321e-05 8.40027e-05 3.28521e-05 5.26111e-05 1.1057e-07 2.81005e-07 2.21044e-07 4.20273e-05 6.68711e-05 5.19697e-05 3.31789e-05 4.15918e-05 8.76676e-08 2.229e-07 4.70514e-08 3.70738e-10 1.73259e-07
0.10319 0.00386006 0.00493523 0.00626456 0.00791569 0.00996995 0.0125269 0.0157112 0.0196797 0.815065 5.25299e-05 8.35467e-05 5.27733e-05 6.6481e-05 1.39927e-07 5.27901e-05 8.41606e-05 3.2926e-05 5.27775e-05 1.10843e-07 2.81557e-07 2.21587e-07 4.21069e-05 6.70485e-05 5.21198e-05 3.32612e-05 4.17495e-05 8.79443e-08 2.23491e-07 4.7149e-08 3.71703e-10 1.7376e-07
0.103789 0.00387879 0.00495708 0.00628874 0.00794106 0.00999473 0.0125484 0.0157256 0.0196814 0.814312 5.25816e-05 8.36909e-05 5.28309e-05 6.66464e-05 1.40184e-07 5.28482e-05 8.432e-05 3.30011e-05 5.29467e-05 1.11119e-07 2.82113e-07 2.22138e-07 4.21872e-05 6.72282e-05 5.22728e-05 3.33446e-05 4.19103e-05 8.82257e-08 2.2409e-07 4.72473e-08 3.72681e-10 1.7427e-07
0.104402 0.00389798 0.00497939 0.00631338 0.00796684 0.0100199 0.0125701 0.01574 0.019683 0.813541 5.26335e-05 8.38366e-05 5.28888e-05 6.68141e-05 1.40443e-07 5.29065e-05 8.44809e-05 3.30773e-05 5.31186e-05 1.114e-07 2.82675e-07 2.22697e-07 4.22684e-05 6.74102e-05 5.24285e-05 3.34291e-05 4.20742e-05 8.85116e-08 2.24696e-07 4.73466e-08 3.73672e-10 1.7479e-07
0.10503 0.00391762 0.00500217 0.00633846 0.00799303 0.0100453 0.0125921 0.0157545 0.0196844 0.812754 5.26855e-05 8.39837e-05 5.29468e-05 6.6984e-05 1.40705e-07 5.29649e-05 8.46433e-05 3.31546e-05 5.32933e-05 1.11684e-07 2.83241e-07 2.23264e-07 4.23502e-05 6.75945e-05 5.2587e-05 3.35148e-05 4.2241e-05 8.88022e-08 2.2531e-07 4.74467e-08 3.74675e-10 1.75318e-07
0.105673 0.00393772 0.0050254 0.006364 0.00801962 0.0100711 0.0126143 0.015769 0.0196855 0.81195 5.27376e-05 8.41321e-05 5.30049e-05 6.71561e-05 1.40969e-07 5.30234e-05 8.4807e-05 3.32331e-05 5.34706e-05 1.11972e-07 2.83812e-07 2.23837e-07 4.24327e-05 6.77809e-05 5.27481e-05 3.36016e-05 4.24108e-05 8.90971e-08 2.25931e-07 4.75476e-08 3.7569e-10 1.75856e-07
0.106331 0.00395826 0.00504909 0.00638997 0.00804661 0.0100972 0.0126366 0.0157835 0.0196864 0.811129 5.27898e-05 8.42819e-05 5.30631e-05 6.73303e-05 1.41236e-07 5.3082e-05 8.4972e-05 3.33126e-05 5.36506e-05 1.12263e-07 2.84388e-07 2.24418e-07 4.25159e-05 6.79695e-05 5.29119e-05 3.36894e-05 4.25835e-05 8.93965e-08 2.26559e-07 4.76492e-08 3.76718e-10 1.76403e-07
0.107003 0.00397926 0.00507324 0.00641638 0.00807399 0.0101236 0.0126592 0.0157981 0.0196872 0.810292 5.2842e-05 8.44329e-05 5.31212e-05 6.75066e-05 1.41504e-07 5.31406e-05 8.51383e-05 3.33931e-05 5.38332e-05 1.12557e-07 2.84967e-07 2.25006e-07 4.25997e-05 6.81601e-05 5.30783e-05 3.37783e-05 4.27591e-05 8.97002e-08 2.27194e-07 4.77514e-08 3.77756e-10 1.76958e-07
0.107689 0.00400071 0.00509784 0.00644321 0.00810176 0.0101503 0.0126819 0.0158126 0.0196877 0.809437 5.28943e-05 8.45851e-05 5.31795e-05 6.76849e-05 1.41774e-07 5.31993e-05 8.53058e-05 3.34746e-05 5.40183e-05 1.12855e-07 2.85551e-07 2.256e-07 4.26841e-05 6.83529e-05 5.32473e-05 3.38682e-05 4.29376e-05 9.00082e-08 2.27836e-07 4.78545e-08 3.78807e-10 1.77522e-07
0.108391 0.0040226 0.00512288 0.00647048 0.0081299 0.0101773 0.0127048 0.0158272 0.019688 0.808567 5.29466e-05 8.47386e-05 5.32379e-05 6.78652e-05 1.42047e-07 5.32581e-05 8.54746e-05 3.35572e-05 5.4206e-05 1.13157e-07 2.86139e-07 2.26201e-07 4.27692e-05 6.85476e-05 5.34188e-05 3.39592e-05 4.3119e-05 9.03204e-08 2.28485e-07 4.79583e-08 3.79868e-10 1.78094e-07
0.109107 0.00404495 0.00514838 0.00649817 0.00815842 0.0102046 0.0127279 0.0158418 0.019688 0.807679 5.29989e-05 8.48931e-05 5.32962e-05 6.80475e-05 1.42321e-07 5.33168e-05 8.56445e-05 3.36407e-05 5.43962e-05 1.13461e-07 2.8673e-07 2.26809e-07 4.28548e-05 6.87443e-05 5.35928e-05 3.40511e-05 4.33032e-05 9.06368e-08 2.2914e-07 4.80628e-08 3.80941e-10 1.78674e-07
0.109837 0.00406773 0.00517431 0.00652629 0.00818731 0.0102322 0.0127512 0.0158563 0.0196879 0.806775 5.30512e-05 8.50487e-05 5.33545e-05 6.82316e-05 1.42597e-07 5.33755e-05 8.58156e-05 3.37251e-05 5.45888e-05 1.13769e-07 2.87326e-07 2.27423e-07 4.2941e-05 6.8943e-05 5.37693e-05 3.4144e-05 4.34902e-05 9.09573e-08 2.29802e-07 4.81679e-08 3.82024e-10 1.79263e-07
0.110582 0.00409096 0.00520069 0.00655481 0.00821656 0.0102601 0.0127746 0.0158709 0.0196875 0.805855 5.31033e-05 8.52053e-05 5.34127e-05 6.84176e-05 1.42875e-07 5.34341e-05 8.59875e-05 3.38105e-05 5.47839e-05 1.1408e-07 2.87925e-07 2.28043e-07 4.30276e-05 6.91435e-05 5.39481e-05 3.42379e-05 4.36799e-05 9.12817e-08 2.3047e-07 4.82734e-08 3.83118e-10 1.7986e-07
0.111342 0.00411463 0.0052275 0.00658375 0.00824617 0.0102882 0.0127981 0.0158854 0.0196868 0.804918 5.31555e-05 8.5363e-05 5.34709e-05 6.86054e-05 1.43155e-07 5.34928e-05 8.61606e-05 3.38968e-05 5.49813e-05 1.14394e-07 2.88527e-07 2.2867e-07 4.31149e-05 6.93459e-05 5.41294e-05 3.43326e-05 4.38724e-05 9.16102e-08 2.31144e-07 4.83798e-08 3.84222e-10 1.80464e-07
0.112117 0.00413875 0.00525475 0.0066131 0.00827614 0.0103166 0.0128218 0.0158999 0.019686 0.803964 5.32075e-05 8.55215e-05 5.35291e-05 6.8795e-05 1.43436e-07 5.35514e-05 8.63347e-05 3.3984e-05 5.51811e-05 1.1471e-07 2.89133e-07 2.29302e-07 4.32026e-05 6.95501e-05 5.4313e-05 3.44283e-05 4.40676e-05 9.19426e-08 2.31824e-07 4.84866e-08 3.85336e-10 1.81077e-07
0.112906 0.0041633 0.00528243 0.00664285 0.00830645 0.0103453 0.0128456 0.0159143 0.0196849 0.802994 5.32595e-05 8.56809e-05 5.35871e-05 6.89863e-05 1.43718e-07 5.36098e-05 8.65097e-05 3.4072e-05 5.53832e-05 1.1503e-07 2.89742e-07 2.2994e-07 4.32907e-05 6.97561e-05 5.44988e-05 3.45249e-05 4.42655e-05 9.22788e-08 2.3251e-07 4.85941e-08 3.8646e-10 1.81697e-07
0.113711 0.0041883 0.00531055 0.006673 0.0083371 0.0103742 0.0128696 0.0159288 0.0196835 0.802008 5.33113e-05 8.58412e-05 5.3645e-05 6.91793e-05 1.44003e-07 5.36682e-05 8.66855e-05 3.41608e-05 5.55876e-05 1.15352e-07 2.90354e-07 2.30584e-07 4.33793e-05 6.99638e-05 5.4687e-05 3.46223e-05 4.44661e-05 9.26189e-08 2.33202e-07 4.87021e-08 3.87594e-10 1.82324e-07
0.114529 0.00421373 0.00533909 0.00670354 0.00836809 0.0104034 0.0128936 0.0159431 0.0196819 0.801005 5.33629e-05 8.60022e-05 5.37027e-05 6.93739e-05 1.44288e-07 5.37263e-05 8.68621e-05 3.42505e-05 5.57942e-05 1.15677e-07 2.90969e-07 2.31233e-07 4.34683e-05 7.01731e-05 5.48773e-05 3.47205e-05 4.46693e-05 9.29626e-08 2.33899e-07 4.88104e-08 3.88736e-10 1.82959e-07
0.115363 0.0042396 0.00536806 0.00673448 0.00839941 0.0104328 0.0129178 0.0159574 0.01968 0.799986 5.34144e-05 8.6164e-05 5.37604e-05 6.957e-05 1.44575e-07 5.37844e-05 8.70396e-05 3.43409e-05 5.60031e-05 1.16005e-07 2.91586e-07 2.31888e-07 4.35577e-05 7.03841e-05 5.50698e-05 3.48195e-05 4.48751e-05 9.331e-08 2.34602e-07 4.89193e-08 3.89888e-10 1.83602e-07
